Year,Country Name,Population,GDP PPP 2017,GDP PPP/capita 2017,Region,Income Group,gdp_per_capita_growth,region_economic_weight,gdp_ppp_2017_log,gdp_ppp_2017_squared,gdp_ppp_2017_growth,gdp_ppp_2017_rolling_mean_3y,gdp_ppp_2017_rolling_std_3y,gdp_ppp_2017_deviation,gdp_ppp/capita_2017_log,gdp_ppp/capita_2017_squared,gdp_ppp/capita_2017_growth,gdp_ppp/capita_2017_rolling_mean_3y,gdp_ppp/capita_2017_rolling_std_3y,gdp_ppp/capita_2017_deviation,population_log,population_squared,population_growth,population_rolling_mean_3y,population_rolling_std_3y,population_deviation,gdp_per_capita_acceleration,MSW,MSW_log
2016,Croatia,4174349,108768040005.23,26056.29,Europe & Central Asia,High income,0.0428810830217119,0.8675869227859205,25.412483378272547,1.1830486526579314e+22,0.0252255339863638,105412415655.11334,3180352370.2655582,0.93497900759021,10.168052854480935,678930248.5641,0.0337089204208826,25070.45333333333,945.9703169938566,1.07601636249113,15.244469215523608,17425189573801,-0.0082071277553806,4205447.333333333,32059.769311916927,-1.401801806558158,-177.00563116662846,1680000.0,14.33430494661736
2017,Croatia,4124531,112465689969.36,27267.51,Europe & Central Asia,High income,0.0464847451421517,0.8696872203782954,25.44591403403438,1.2648531420284203e+22,0.0356228782892271,108753472362.55666,3719522823.70952,1.14212433635961,10.213487835549667,743517101.6000999,0.0428810830217119,26102.90333333333,1142.01370050165,1.3212263498267722,15.23246311676901,17011755969961,-0.006959504273,4167494.6666666665,39979.63539520215,-1.6448027086128083,0.2720989722099507,1716000.0,14.355507141780455
2018,Croatia,4087843,115637585846.39,28288.17,Europe & Central Asia,High income,0.0374313606192864,0.8724284069301332,25.47372687742723,1.3372051260381216e+22,0.0339957395936545,112290438606.99332,3438124459.055962,1.2918523671642974,10.250234324876176,800220561.9488999,0.0464847451421517,27203.99,1117.2950265709376,1.484103949076639,15.22352824966788,16710460392649,-0.0119343159855584,4128907.6666666665,43418.7565152814,-1.7500997881807006,0.0840385052451961,1768000.0,14.385360087790426
2019,Croatia,4065253,119568936062.72,29412.42,Europe & Central Asia,High income,0.0397427617268986,0.8757995253249604,25.50715891281808,1.4296730471170824e+22,0.0282032313845594,115890737292.82336,3558383130.9785137,1.4669820068842565,10.289206311764453,865090450.2563999,0.0374313606192864,28322.7,1072.871831907322,1.6389693238760468,15.217986783636812,16526281954009,-0.0088950719487864,4092542.3333333335,29917.10416021726,-1.7477973544954806,-0.1947603347115227,1812000.0,14.409942317461288
1995,Cyprus,862418,18634945820.05,28631.0,Europe & Central Asia,High income,0.0641552043846271,0.8736404823961772,23.6483044624975,3.4726120571619895e+20,0.0589999870090118,17356861683.67,1206070992.710807,1.5652867126569552,10.262280252445862,819734161.0,0.0373221307566173,27157.599999999995,1364.714750451541,1.690779214496767,13.667496510434068,743764806724,0.022346625729734,844282.6666666666,18216.535821427067,1.4475822776649063,-3.1920209688459096,387000.0,12.866182555987908
1996,Cyprus,880058,18867618320.34,28530.11,Europe & Central Asia,High income,-0.0035238028710139,0.8760386653121774,23.66071297327576,3.559870210820296e+20,0.0836246930467863,18233142512.496662,904952997.0408692,1.3148645532186003,10.25875034986501,813967176.6121,0.0641552043846271,28022.006666666664,968.7483780803708,1.261789670940454,13.687744229661488,774502083364,0.0212850112026374,862306.6666666666,17807.26102839335,1.4783827476166065,0.7189587808636078,400000.0,12.899222326086994
1997,Cyprus,897471,19365892241.17,28871.39,Europe & Central Asia,High income,0.0119620989894535,0.8775874073420706,23.68677922384112,3.750377822966083e+20,0.0124858157644687,18956152127.186665,373429168.4551055,1.2951469212976985,10.270641054128316,833557160.5321,-0.0035238028710139,28677.5,175.32739974122623,1.2227597884893606,13.707337201086323,805454195841,0.020454118536487,879982.3333333334,17526.62250216329,1.4993256900270824,-1.054926220013077,411000.0,12.926350926565435
1998,Cyprus,914660,20549312237.1,30262.34,Europe & Central Asia,High income,0.0481774517957049,0.880217977814076,23.74609330959624,4.2227423341782775e+20,0.0264089463953614,19594274266.20333,863795328.4404788,1.514456013559816,10.317692357986248,915809222.2756,0.0119620989894535,29221.28,917.5905689903464,1.592290059622982,13.726308783805337,836602915600,0.0197861959098151,897396.3333333334,17301.120840377236,1.514672409397262,-4.394656122183006,418000.0,12.94323910384853
1999,Cyprus,931600,21576358729.81,31421.27,Europe & Central Asia,High income,0.0382961132549564,0.8828811806853493,23.79486404902725,4.655392560374483e+20,0.0611084674639552,20497187736.02667,1106154712.081072,1.5877111234617147,10.355272156176373,987296208.4129,0.0481774517957049,30185.0,1276.6981281023511,1.6953766409045812,13.744659890413816,867878560000,0.0191527079983642,914577.0,17064.65138817672,1.5260517777067504,3.027508202212746,426000.0,12.962196972666591
2000,Cyprus,948237,22863455482.69,32943.37,Europe & Central Asia,High income,0.0484417084350823,0.8853491699801426,23.8528056424064,5.2273759660894736e+20,0.0499796042251847,21663042149.866665,1159504312.955285,1.6890461592511476,10.402575660384686,1085265626.9569,0.0382961132549564,31542.32666666667,1344.608308256874,1.8227168961992115,13.762360804580483,899153408169,0.0185205431526469,931499.0,16788.72785532012,1.5340373762651789,-0.2051029718767627,436000.0,12.985399815906522
2001,Cyprus,964830,23767147402.38,33878.34,Europe & Central Asia,High income,0.0283811279781027,0.8883145122986298,23.89157010284517,5.648772956464585e+20,0.0596531031485743,22735653871.626667,1100971703.0005534,1.6568632449502891,10.430560668056762,1147741921.1555998,0.0484417084350823,32747.660000000003,1240.1713790037631,1.749134590500529,13.779708235450476,930896928900,0.0178585229712322,948222.3333333334,16615.004855049985,1.5427032487795247,0.2649249314827751,456000.0,13.030250281476574
2002,Cyprus,982194,24651987961.18,34739.21,Europe & Central Asia,High income,0.0254106310993986,0.8914541719620251,23.928123381736214,6.077205104381636e+20,0.0395256054087795,23760863615.416668,894282797.0710583,1.6349832132376707,10.455653084681837,1206812711.4241,0.0283811279781027,33853.64,898.174756882045,1.6913917473449498,13.797545141961416,964705053636,0.0174987898594971,965087.0,16979.958745532946,1.5603311064616685,-0.4141179389629317,465000.0,13.049794835104816
2003,Cyprus,1000350,25298680140.41,35219.87,Europe & Central Asia,High income,0.013836238647914,0.8940200393920422,23.95401806299536,6.400232168467754e+20,0.0372295649881564,24572605167.99,768846117.7669338,1.5747308247549845,10.469394083619044,1240439242.8169005,0.0254106310993986,34612.47333333333,679.6854583066175,1.5802725190273383,13.815861496378185,1000700122500,0.0179969528310686,982458.0,17761.47156065625,1.5827673160050766,-0.1046645109030184,481000.0,13.083624628087817
2004,Cyprus,1018684,26570278812.94,36498.64,Europe & Central Asia,High income,0.0363081976168564,0.896570708167663,24.003059090224987,7.059797161973682e+20,0.0262328612300297,25506982304.84333,975962238.9043108,1.6581344663429245,10.505057676508244,1332150721.8496,0.013836238647914,35485.90666666667,909.38446887633,1.6650575698199432,13.834023137820688,1037717091856,0.0184851465189157,1000409.3333333334,18245.072357580106,1.6013033313347589,-0.4554940963964692,498000.0,13.118357364036902
2005,Cyprus,1037062,27859735463.6,37722.72,Europe & Central Asia,High income,0.0335376879796069,0.8989042791351214,24.05044831008429,7.761648601017714e+20,0.0502634392574043,26576231472.316666,1280538038.3749132,1.7148972567449998,10.53804435330562,1423003604.1984,0.0363081976168564,36480.41,1251.5245823794946,1.7096044568103776,13.851903237536046,1075497591844,0.0183275853451292,1018698.6666666666,18356.0043945662,1.61570032501622,1.6241378557264363,508000.0,13.138238695062618
2006,Cyprus,1055438,29172995660.05,38847.34,Europe & Central Asia,High income,0.0298128024702353,0.9012649540980529,24.0965093121952,8.51063675781296e+20,0.0485300383837907,27867669978.86333,1301376565.009822,1.7543343965275129,10.567420626440178,1509115825.0755997,0.0335376879796069,37689.56666666667,1174.7009322093518,1.7212038470666438,13.869467352085064,1113949371844,0.0180409233874292,1037061.3333333334,18377.00000906931,1.6267480818265567,-0.076305347527447,522000.0,13.165424782571751
2007,Cyprus,1073873,30660254948.48,39967.74,Europe & Central Asia,High income,0.0288410995450396,0.9036807120086804,24.1462330257332,9.400512335057924e+20,0.0471382866562331,29230995357.376663,1401160347.6995306,1.8045795548326284,10.595852927565756,1597420240.7076,0.0298128024702353,38845.93333333333,1122.510661033361,1.7274324097931202,13.886783228732847,1153203220129,0.0177192877571445,1055457.6666666667,18405.50788034201,1.635935386466831,-0.1110656617604836,540000.0,13.199326270390594
2008,Cyprus,1092390,31778376802.28,40398.02,Europe & Central Asia,High income,0.0107656825229547,0.9060079530552736,24.182051920705245,1.0098652321876876e+21,0.050980684526227,30537209136.936665,1307041670.2903986,1.782610762400871,10.606560806229282,1632000019.9203997,0.0288410995450396,39737.69999999999,800.5254004716263,1.6263858918081011,13.90387942980736,1193315912100,0.0174666820789093,1073900.3333333333,18476.01516380986,1.6439204445440314,-0.0325934781262444,573000.0,13.258642740896052
2009,Cyprus,1110974,31137959136.26,38535.41,Europe & Central Asia,High income,-0.0461064675942036,0.9069063197213376,24.16169346290203,9.695724991713976e+20,0.0364681199056835,31192196962.34,561030682.1551832,1.517236226774339,10.559358787655576,1484977823.8681002,0.0107656825229547,39633.72333333333,975.1945207155244,1.187835820458348,13.920748566118364,1234263228676,0.0172431935619947,1092412.3333333333,18550.51008283422,1.650851364157644,-0.6267242687421635,589000.0,13.286183160425152
2010,Cyprus,1129686,31765294262.22,38297.0,Europe & Central Asia,High income,-0.0061867773043028,0.9071579284527655,24.181640155378336,1.009033919565427e+21,-0.0201526235907069,31560543400.253338,366027162.03104615,1.4949884867747896,10.553152954484112,1466660209.0,-0.0461064675942036,39076.81,1150.3941629286155,1.0815669009400666,13.937451161168946,1276190458596,0.017012239218594,1111016.6666666667,18648.036608000693,1.6574209616988749,-5.282725920618116,590000.0,13.28787951079572
2011,Cyprus,1145086,31892812205.5,37482.11,Europe & Central Asia,High income,-0.0212781680027156,0.9065585687632586,24.18564649866799,1.0171514703752896e+21,0.0201469570698187,31598688534.660004,404065453.08516014,1.4082961260963107,10.531645710497957,1404908570.0521,-0.0061867773043028,38104.84,552.3172292262914,0.8892659211268269,13.950991174616702,1311221947396,0.016842878411196,1128582.0,17082.776355147886,1.6386096162620736,-0.8658154131703506,589000.0,13.286183160425152
2012,Cyprus,1156556,30793523710.59,35642.92,Europe & Central Asia,High income,-0.04906847560076,0.9046317666622792,24.15057023571207,9.482411025146686e+20,0.0040143794112954,31483876726.103333,601253416.6103864,1.1607347349328625,10.48133386431308,1270417746.1264,-0.0212781680027156,37140.676666666666,1359.5836503994528,0.5255593329431772,13.96095804607981,1337621781136,0.0136321066207778,1143776.0,13482.814987976348,1.5969508267299486,2.439297546384433,588000.0,13.28448392755959
2013,Cyprus,1166968,28775600004.37,33384.73,Europe & Central Asia,High income,-0.0633559203342485,0.9014121515405976,24.08279364295712,8.280351556114987e+20,-0.0344682208588813,30487311973.486664,1581005122.595478,0.7998737073393438,10.415883842160444,1114540197.1729002,-0.04906847560076,35503.253333333334,2052.2574885801787,0.0881628155134079,13.969920347076965,1361814313024,0.0100167149017629,1156203.3333333333,10945.262049550643,1.557782255621396,1.3060479452224265,547000.0,13.212205909556012
2014,Cyprus,1176995,28249205332.25,33136.74,Europe & Central Asia,High income,-0.0074282463868962,0.8988487332185154,24.06433116434675,7.980176019036218e+20,-0.0655307825497746,29272776349.07,1343047743.3384323,0.691455638066151,10.408428093121035,1098043537.8275998,-0.0633559203342485,34054.79666666666,1380.9332175863422,0.0385019207005874,13.97847598776595,1385317230025,0.009002590449576,1166839.6666666667,10220.104321059236,1.5247809082908983,0.2911736009436421,527000.0,13.174957725054906
2015,Cyprus,1187280,29204898466.63,34453.39,Europe & Central Asia,High income,0.0397338422548507,0.8969758479504307,24.09760228789198,8.529260944461673e+20,-0.0182930910924553,28743234601.08333,478667923.7974364,0.8239874924033491,10.447391699382663,1187036082.4921,-0.0074282463868962,33658.286666666674,699.6547313020578,0.2974922033027202,13.987176376830648,1409633798400,0.0085923521467599,1177081.0,10156.273086127594,1.5006872672850708,-0.8827537135013301,540000.0,13.199326270390594
2016,Cyprus,1197881,31089944544.98,36509.36,Europe & Central Asia,High income,0.0596739537096349,0.8964952969608981,24.1601502773545,9.665846518099317e+20,0.0338307971194133,29514682781.286667,1445484195.6558318,1.0944090200746646,10.505351334913314,1332933367.6096,0.0397338422548507,34699.829999999994,1699.7620190191467,0.69950287240355,13.996065555310508,1434918890161,0.008738354878313,1187385.3333333333,10443.398409202517,1.4839649276691145,-6.349020507039618,553000.0,13.223115088821102
2017,Cyprus,1208523,32909496095.8,38288.27,Europe & Central Asia,High income,0.0487247653752351,0.8977958906411125,24.21702708823172,1.0830349332794754e+21,0.064545544662786,31068113035.803333,1852395303.278309,1.3282436016379948,10.552924979259569,1465991619.5928998,0.0596739537096349,36417.00666666667,1919.107346459128,1.0280475608272446,14.00491033825823,1460527841529,0.008928812074658,1197894.6666666667,10621.50659432708,1.471362136168728,0.5018420148469236,551000.0,13.219491903015438
2018,Cyprus,1218831,34782981620.86,39977.31,Europe & Central Asia,High income,0.0441137716590485,0.9009538432153832,24.272394070256187,1.2098558104370846e+21,0.0585254035492899,32927474087.213333,1846584175.4676032,1.5382412803210987,10.596092336025372,1598185314.8361,0.0487247653752351,38258.31333333333,1734.1690667387163,1.3105558842236469,14.01340358108214,1485549006561,0.0088840210338088,1208411.6666666667,10475.443729662837,1.459684880857556,-0.1834835410383053,576000.0,13.263864675787632
1995,Czechia,10327253,235033787200.87,22758.6,Europe & Central Asia,High income,0.0656616241288872,0.854854938093739,26.182995116083,5.524088112598384e+22,0.0290930943320411,223389817897.47,10555457844.003794,0.8885540547967802,10.032742313393388,517953873.9599999,0.0287215107863421,21624.986666666668,1026.0072558385375,0.8932932790760972,16.15029697807103,106652154526009,0.0003612829028094,10330231.666666666,3183.7552250964227,0.2010211371772783,-69.25068947416597,3120000.0,14.953343880298434
1996,Czechia,10315241,245058957482.61,23756.98,Europe & Central Asia,High income,0.0438682520014412,0.857127771746354,26.22476466133155,6.005389264246365e+22,0.0650081352909841,233593353656.72668,12249504489.64628,1.3007210214951177,10.075673753027427,564394098.7204,0.0656616241288872,22623.963333333333,1205.984820067534,1.3185036101938128,16.14913316519144,106404196888081,-0.0006129526949354,10325360.333333334,9318.292189738078,-0.8897630468342562,1.2861479891270613,3200000.0,14.978661680269909
1997,Czechia,10304131,243788740831.44,23659.32,Europe & Central Asia,High income,-0.0041107918599081,0.8593644094053784,26.21956787094373,5.943295015617902e+22,0.0426541664546811,241293828504.9733,5458429300.81884,1.0377401814884029,10.07155466237752,559763422.8623999,0.0438682520014412,23391.63333333333,550.3932864173795,1.0633037326744124,16.148055537803224,106175115665161,-0.0011631360246524,10315541.666666666,11563.931914938456,-1.5196630293424018,-0.3319042502614268,3280000.0,15.003354285238329
1998,Czechia,10294373,242919471616.35,23597.31,Europe & Central Asia,High income,-0.0026209544483949,0.8615045261704428,26.21599583284313,5.900986969036667e+22,-0.0051833104336131,243922389976.8,1075986298.0185225,0.8763939542057485,10.06893037828008,556833039.2361001,-0.0041107918599081,23671.20333333333,80.49557399833276,0.909654832249959,16.147108090378644,105974115463129,-0.0010770470607521,10304581.666666666,10441.296918166918,-1.7243399740968002,-1.0937076740548743,3017000.0,14.91977384959623
1999,Czechia,10283860,246281838916.11,23948.39,Europe & Central Asia,High income,0.0148779670225123,0.8634140989770254,26.22974240373558,6.065474417990075e+22,-0.0035656659619528,244330017121.3,1745311857.8345034,0.9973528409147592,10.0836981327861,573525383.5921,-0.0026209544483949,23735.006666666668,187.37834782418344,1.0361635016114177,16.146086331134995,105757776499600,-0.0009469988298868,10294121.333333334,10137.84308091824,-1.8196856217619344,-0.3624210279394918,3365000.0,15.02893881823774
2000,Czechia,10255063,256135645814.02,24976.51,Europe & Central Asia,High income,0.0429306521231698,0.8650149352624855,26.26897300756123,6.5605469056565095e+22,0.0138414894342857,248445652115.4933,6868652034.945375,1.4290186145059114,10.125731098967416,623826051.7800999,0.0148779670225123,24174.07,716.7612969461903,1.482147263278928,16.143282190327263,105166317133969,-0.0010212375246165,10277765.333333334,20351.35735849914,-2.243953707944713,-6.6765454400107975,3434000.0,15.049236611645108
2001,Czechia,10216605,263929793484.53,25833.41,Europe & Central Asia,High income,0.0343082360185631,0.8664870488501275,26.29894897095914,6.9658935888786655e+22,0.0400102863502918,255449092738.22,8843986174.608873,1.6083223041822576,10.159462603224204,667365072.2281,0.0429306521231698,24919.436666666665,943.805130380908,1.673531092984148,16.139524993650966,104379017726025,-0.0028002131495372,10251842.666666666,33742.94987598637,-2.404589825116801,1.8855187041489008,2798000.0,14.84441579160564
2002,Czechia,10196916,268073109410.31,26289.63,Europe & Central Asia,High income,0.0176600766217081,0.8683162853659129,26.314525576565977,7.186319198891203e+22,0.0304297656257082,262712849569.62,6061062089.041492,1.57476566341619,10.17696788092102,691144645.5369,0.0343082360185631,25699.85,666.6706374215022,1.63194226962873,16.13759597766432,103977095911056,-0.0037501476100146,10222861.333333334,29574.05420860193,-2.1666876034635805,-0.200845216137612,2845000.0,14.861073977036355
2003,Czechia,10193998,277680014493.41,27239.56,Europe & Central Asia,High income,0.0361332586270708,0.8707865340030856,26.34973526069819,7.710619044906038e+22,0.0156985532822115,269894305796.0833,7053701982.287634,1.7518921842974389,10.212462318055072,741993628.9936001,0.0176600766217081,26454.2,717.3750199860577,1.777910616367631,16.1373097717852,103917595224004,-0.0019271568197067,10202506.333333334,12296.665496521591,-1.832696164047405,-0.4852525611589949,2857000.0,14.86528303123035
2004,Czechia,10197101,291048255139.48,28542.25,Europe & Central Asia,High income,0.0478234597034605,0.8738040366455228,26.39675491559544,8.470908681973583e+22,0.0358368845880612,278933793014.4,11538773797.675571,1.9595433594967824,10.25917575981032,814660035.0625,0.0361332586270708,27357.146666666667,1130.9041445822627,1.956522797384244,16.137614120238375,103980868804201,-0.000286164954188,10196005.0,1740.5726069365282,-1.5498875544730166,1.0460420076918102,2841000.0,14.859667012825
2005,Czechia,10211216,310262147771.21,30384.45,Europe & Central Asia,High income,0.0645429144513836,0.8772253579841599,26.460683415050127,9.626260033960416e+22,0.0481426100126742,292996805801.36664,16378232184.657154,2.1906342120287423,10.321719154398904,923214801.8025,0.0478234597034605,28722.08666666667,1580.138980606882,2.1621719394421097,16.138997379903284,104268932198656,0.0003043948017253,10200771.666666666,9177.157857057708,-1.1856670610846292,0.3235302189886495,2954000.0,14.89867108059744
2006,Czechia,10238905,331257378446.3,32352.81,Europe & Central Asia,High income,0.064781820964342,0.8811762522226371,26.526161488556657,1.097314507751152e+23,0.0660161752989108,310855927118.99664,20111136957.19768,2.303706807196596,10.384487067337316,1046704314.8961,0.0645429144513836,30426.503333333338,1905.628043594392,2.259140896356673,16.14170533593077,104835175599025,0.0013842169455808,10215740.666666666,21266.12471357605,-0.6525156313274864,0.3496078044456741,3039000.0,14.927039400954486
2007,Czechia,10298828,349709536921.9,33956.25,Europe & Central Asia,High income,0.0495610736748985,0.8856008846398095,26.580368752370784,1.2229676021412975e+23,0.0676693268125379,330409687713.13666,19737351959.820183,2.283636045032928,10.43285765952569,1153026914.0625,0.064781820964342,32231.17,1789.0041998833017,2.2178504106463786,16.147540757416355,106065858173584,0.0027116261177904,10249649.666666666,44783.3845564781,0.4445292428149957,0.0037015141784213,3025000.0,14.922421980025536
2008,Czechia,10384603,359104175715.3,34580.44,Europe & Central Asia,High income,0.0183821829560095,0.8896337819591924,26.60687836639349,1.2895580901616504e+23,0.0557033885921165,346690363694.5,14166777501.181755,2.112037486042621,10.451072400938212,1195806830.5936005,0.0495610736748985,33629.833333333336,1149.1278146635614,2.020793386648336,16.15583488264427,107839979467609,0.0058524812956073,10307445.333333334,73230.25758751217,1.8166197793561527,-0.2349539896049144,3176000.0,14.971133416210575
2009,Czechia,10443936,342379505288.06,32782.61,Europe & Central Asia,High income,-0.0519897953872189,0.8918797462470405,26.559185623374248,1.1722372564129673e+23,0.0268641195092658,350397739308.42,8383547406.591326,1.575377408930244,10.39768397436107,1074699518.4121,0.0183821829560095,33773.1,912.8012484106958,1.4733374409850208,16.16153217661138,109075799172096,0.0083286175863894,10375789.0,72954.42319009875,2.3323107361127984,-0.6291003888134151,3310000.0,15.012459049468005
2010,Czechia,10474410,350716111254.44,33483.14,Europe & Central Asia,High income,0.0213689514044184,0.8934845983230651,26.58324293331517,1.2300179069343672e+23,-0.0465733109171624,350733264085.93335,8362348407.575261,1.5947184578855802,10.418827172872628,1121120664.2596,-0.0519897953872189,33615.39666666667,906.1826784006944,1.4944214398373807,16.164445793074613,109713264848100,0.0057135549620914,10434316.333333334,45669.76901992534,2.313359336632536,-3.828271022632936,3334000.0,15.019683642232843
2011,Czechia,10496088,356889976073.42,34002.19,Europe & Central Asia,High income,0.0155018316681172,0.8943267435706282,26.60069338095794,1.2737045502168628e+23,0.0243490215904309,349995197538.63995,7282048341.121069,1.5752948009984091,10.434209622726556,1156148924.7961,0.0213689514044184,33422.64666666667,612.0362951929002,1.4812468069897042,16.16651326955079,110167863303744,0.0029178654484285,10471478.0,26199.33670916072,2.209906896650864,-1.4110220331752203,3358000.0,15.026856414415889
2012,Czechia,10510785,354088374418.53,33688.1,Europe & Central Asia,High income,-0.0092373461827018,0.8941903923963415,26.592812364176904,1.2537857689835711e+23,0.0176035962445446,353898153915.4633,3091324890.820542,1.415950988603252,10.424929621885266,1134888081.61,0.0155018316681172,33724.47666666666,261.4300518942997,1.3276233863733926,16.16791252597498,110476601316225,0.0020696153769041,10493761.0,18298.80742015655,2.0787052326237587,-0.2745628283420603,3233000.0,14.98892136601776
2013,Czechia,10514272,353925834847.05,33661.47,Europe & Central Asia,High income,-0.0007904868484716,0.8937214555491302,26.592353222051766,1.252634965721813e+23,-0.0078500429900378,354968061779.6667,1666409521.2405047,1.327889347749182,10.424138845920051,1133094562.5609,-0.0092373461827018,33783.920000000006,189.4957358362536,1.248957769920755,16.168244225403928,110549915689984,0.0014002359736313,10507048.333333334,9650.723927939622,1.8966146219890545,-1.59588740095149,3228000.0,14.987373618161271
2014,Czechia,10525347,361932001410.64,34386.7,Europe & Central Asia,High income,0.0215448107287055,0.8945383383331297,26.614722189723462,1.3099477364511152e+23,-0.0004590367355238,356648736892.0733,4576162995.123798,1.3869450234960312,10.445454221282802,1182445136.89,-0.0007904868484716,33912.09,411.23992790112754,1.3137907144259724,16.16929700111913,110782929470409,0.0003317544788519,10516801.333333334,7603.361515362615,1.821143691659808,-0.9144248972771104,3261000.0,14.997544761425807
2015,Czechia,10546059,381434276021.8,36168.42,Europe & Central Asia,High income,0.0518142188695047,0.8958886405181393,26.66720439503857,1.454921069242747e+23,0.0226210289708008,365764037426.49664,14148920771.07985,1.615002531937005,10.495969289429132,1308154605.2963998,0.0215448107287055,34738.863333333335,1290.044121584019,1.5470153138977896,16.171262888417264,111219360431481,0.0010533301782567,10528559.333333334,16135.13731993894,1.835108335464133,-28.255115971077927,3337000.0,15.02058305740383
2016,Czechia,10566332,391112348862.47,37014.96,Europe & Central Asia,High income,0.0234055012632568,0.897378739789191,26.692260692905062,1.529688694327184e+23,0.0538838083815449,378159542098.3033,14863245979.753656,1.654551761272918,10.519104449972463,1370107263.8016,0.0518142188695047,35856.69333333333,1341.5728802169203,1.58941889889632,16.17318337239376,111647371934224,0.0019678211084157,10545912.666666666,20492.89184896288,1.841006208815715,1.404951221059901,3580000.0,15.090873637706451
2017,Czechia,10594438,411327867894.58,38824.89,Europe & Central Asia,High income,0.0488972566767598,0.8998611521459663,26.742656465529542,1.691906149067011e+23,0.0253728452031323,394624830926.2834,15253191680.777971,1.831417858510843,10.566842571128266,1507372083.5121,0.0234055012632568,37336.09,1357.0377934678995,1.769579404848437,16.175839798778178,112242116535844,0.0019223294692358,10568943.0,24294.95628726188,1.8965434947984363,-0.5482803413054618,5177000.0,15.459736489046085
1995,Denmark,5233373,225117085256.29,43015.68,Europe & Central Asia,High income,0.0249225095539185,0.9107973019510412,26.139886482721963,5.067770207428774e+22,0.0533246271155316,217019642610.44,8931211746.491587,1.559712132832129,10.669343226435982,1850348725.8624,0.0497734353582912,41655.043333333335,1542.2238667694562,1.5567674894427432,15.470566752320872,27388192957129,0.003382782500499,5209393.666666667,22544.94391949824,1.490499279393,-16.460057645069938,2725000.0,14.817979353051893
1996,Denmark,5263074,231645705325.2,44013.39,Europe & Central Asia,High income,0.02319410038386,0.9126818286762218,26.168474909143143,5.36597327956094e+22,0.0302758726725367,225088181518.57663,6572023345.107886,1.546841303381171,10.692271904887235,1937178499.2921,0.0249225095539185,42999.58666666666,1021.9450420807088,1.5265432906779144,15.476226014661892,27699947929476,0.0052232154862106,5234209.0,28456.21164174849,1.584945149102689,-0.4992809040703092,3253000.0,14.995088512863989
1997,Denmark,5284991,239199417331.0,45260.14,Europe & Central Asia,High income,0.0283266069711967,0.9147692586876172,26.20056342311691,5.721636125148991e+22,0.0290009976873915,231987402637.49667,7047381567.328914,1.5873964190819574,10.72020410667412,2048480272.8196,0.02319410038386,44096.40333333334,1124.5303833304654,1.581782137538025,15.48038166356726,27931129870081,0.0056753073018109,5260479.333333333,25906.63433048225,1.5427988249806477,-0.0693513294204636,3104000.0,14.948202482450142
1998,Denmark,5304219,244505240117.9,46096.37,Europe & Central Asia,High income,0.0184760807191495,0.9171836571814682,26.22250257761082,5.978281244511193e+22,0.0326089015774999,238450120924.7,6462429310.989781,1.5276378624376188,10.738511177465792,2124875327.1769,0.0283266069711967,45123.3,1048.210527184329,1.518390528070126,15.484013288117357,28134739199961,0.0041642963788843,5284094.666666667,20587.139585996963,1.503284471239813,0.2212850036170486,3141000.0,14.96005209689068
1999,Denmark,5321799,251713308780.5,47298.54,Europe & Central Asia,High income,0.0260794938950723,0.919233093093131,26.25155661326193,6.335958981722734e+22,0.0221815874223383,245139322076.46667,6280996318.268869,1.5705037627499647,10.764255849274171,2237151886.1316,0.0184760807191495,46218.35,1024.6599339781326,1.572117333027336,15.487322149956434,28321544596401,0.0036382275769248,5303669.666666667,18410.147781408872,1.4733764546015626,-0.3477481881985893,3329000.0,15.018182816947624
2000,Denmark,5339616,261144660594.85,48907.01,Europe & Central Asia,High income,0.0340067579252976,0.9214432759877798,26.28834034588296,6.819653375719941e+22,0.0294802216063929,252454403164.41663,8344428926.93062,1.6658744547098543,10.797696465729588,2391895627.1401,0.0260794938950723,47433.973333333335,1410.2059931915746,1.6809829690353577,15.49066448551773,28511499027456,0.0033143427901449,5321878.0,17698.632235288023,1.4655137468362505,0.4115273845952774,3546000.0,15.081331047624149
2001,Denmark,5358783,263294280697.69,49133.22,Europe & Central Asia,High income,0.0046253083146976,0.9233188305068138,26.29653818159745,6.932387824811398e+22,0.0374686259540386,258717416691.0133,6160224213.713901,1.4992622442655257,10.802311016039406,2414073307.5684,0.0340067579252976,48446.25666666668,1000.3663834982935,1.4850570213702865,15.494247641637434,28716555241089,0.0033479280220842,5340066.0,18496.106049652084,1.4797728877054952,0.303965409072723,3519000.0,15.073687700475322
2002,Denmark,5375931,264522141915.72,49204.9,Europe & Central Asia,High income,0.0014588907464236,0.9247364541139248,26.301190797091632,6.997196356368031e+22,0.00823152998014,262987027736.08667,1709575475.0887024,1.366009795277462,10.803768813989914,2421122184.01,0.0046253083146976,49081.71,155.48174523118485,1.3298059027431428,15.4974425122956,28900634116761,0.0035895839700832,5358110.0,18166.851763582385,1.4754777734450226,-0.8639885541321513,3568000.0,15.087516052951056
