Year,Country Name,Population,GDP PPP 2017,GDP PPP/capita 2017,Urban population %,Region,Income Group,GDP PPP 2017_log,GDP PPP/capita 2017_log,Population_log,gdp_pc_log_squared,year_relative,GDP PPP 2017_log_growth_1y,Population_log_growth_1y,urban_pop_perc,gdp_log_x_pop_log,gdp_pc_log_x_urban,gdp_pc_log2_x_urban,year_relative_x_gdp_pc_log,year_relative_x_Population_log,year_relative_x_urban_pop_perc,IW,IW_log
2004,France,62716306,2587996327114.77,41265.13,76.883,Europe & Central Asia,High income,28.58190507336827,10.627797345633432,17.95413205153309,112.95007641985303,14,0.0279045505339645,0.0073509805579874,0.7688299999999999,513.1632979716375,8.17096943324335,86.83940725387559,148.78916283886804,251.35784872146328,10.76362,81062600.0,18.21073226599236
2006,France,63628261,2695483092567.33,42362.99,77.377,Europe & Central Asia,High income,28.622598559352625,10.654053987914056,17.968568300675948,113.5088663773874,16,0.0241980864409399,0.0069370660117371,0.77377,514.3071171565566,8.243787354228258,87.82975553683104,170.4648638066249,287.4970928108152,12.38032,81905772.0,18.2210800347396
2008,France,64379696,2767880101784.03,42993.06,77.868,Europe & Central Asia,High income,28.649102836916708,10.668817245598673,17.98030887739329,113.8236614199836,18,0.0025462152421802,0.0055756374894713,0.7786799999999999,515.1197180679668,8.307594612802772,88.63220867451282,192.03871042077608,323.64555979307926,14.016239999999998,83039220.0,18.23482359631665
2010,France,65030575,2740757930694.59,42145.68,78.369,Europe & Central Asia,High income,28.63925561511927,10.648911194016978,17.990368117256516,113.39930961806012,20,0.0193067948143692,0.0049282111809354,0.78369,515.2307511202014,8.345445213639167,88.86990495457754,212.9782238803396,359.8073623451303,15.6738,100227369.0,18.422951863007977
2012,France,65662240,2809624996095.14,42789.05,78.878,Europe & Central Asia,High income,28.664072137021943,10.664060877907492,18.00003459982386,113.7221944077171,22,0.0031264550528184,0.0048395348238088,0.78878,515.954290238242,8.411597939275872,89.7017925049191,234.6093393139648,396.0007611961249,17.353160000000003,105990737.0,18.478862270900223
2014,France,66312067,2852837603528.6,43021.39,79.394,Europe & Central Asia,High income,28.679335265239303,10.669475956834123,18.009882459708397,113.83771719346144,24,0.0095164055565604,0.0046824633499262,0.7939400000000001,516.5114571495299,8.470923741168885,90.38031718857678,256.067422964019,432.2371790330016,19.05456,110832205.0,18.52352795791177
2016,France,66724104,2916186811083.79,43705.15,79.917,Europe & Central Asia,High income,28.70129799218096,10.685244103447271,18.01607683990151,114.17444155025468,26,0.0108950765564159,0.0026386878460549,0.79917,517.0847900320431,8.539326530151957,91.24478845371704,277.81634668962903,468.4179978374392,20.77842,113441696.0,18.54679958008613
2018,France,67158348,3038643985600.27,45245.96,80.444,Europe & Central Asia,High income,28.74243247446549,10.719890764550795,18.02256380678628,114.91605800390148,28,0.0184788698571516,0.0035849457646861,0.80444,518.0123232333003,8.623508926635244,92.44307370065852,300.1569414074223,504.6317865900157,22.524320000000003,121561838.0,18.615933654230123
2020,France,67571107,2861294869876.05,42344.95,80.975,Europe & Central Asia,High income,28.682295390004445,10.653628063866115,18.028691053203595,113.49979092319572,30,-0.0783990335066562,0.002713505036489,0.80975,517.1042422831158,8.626775324715588,91.90645570005772,319.60884191598353,540.8607315961078,24.2925,104616894.0,18.46581561662861
2022,France,67971311,3120183016557.42,45904.41,81.509,Europe & Central Asia,High income,28.768912775182898,10.73433825402686,18.034596291770043,115.2260177518644,32,0.0242511315090716,0.0030501524222579,0.81509,518.8357276535693,8.749451767474753,93.91957480936716,343.4988241288595,577.1070813366414,26.08288,105723440.0,18.476337195411315
2004,Germany,82516260,3598144512296.86,43605.28,75.779,Europe & Central Asia,High income,28.91143941526895,10.682956455662085,18.228505934912963,114.1255586335722,14,0.0116823758543525,-0.0002170972738682,0.75779,527.0123449681066,8.09543757253617,86.48320707693468,149.5613903792692,255.1990830887815,10.60906,163387143.0,18.91163305920432
2006,Germany,82376451,3762798276996.62,45678.08,76.179,Europe & Central Asia,High income,28.95618401913978,10.729395704021998,18.226810177338727,115.11993217348572,16,0.0374541721321897,-0.0011279749627668,0.76179,527.77886957695,8.173546353366918,87.69721313043968,171.67033126435197,291.62896283741964,12.18864,162813810.0,18.908117842086835
2008,Germany,82110097,3911989640347.39,47643.22,76.575,Europe & Central Asia,High income,28.99506721992491,10.771516600570518,18.223571563205144,116.02556987636623,18,0.0095530156325835,-0.0019014284238245,0.76575,528.3936824622452,8.248288836886875,88.84658013282746,193.88729881026933,328.0242881376926,13.7835,190788423.0,19.06667564427837
2010,Germany,81776930,3843453557160.8,46999.24,76.966,Europe & Central Asia,High income,28.97739244218706,10.757907987062136,18.21950574468376,115.7325842580953,20,0.0409488584605419,-0.0015319844506507,0.7696599999999999,527.9537680663828,8.279931461322242,89.07474080008562,215.1581597412428,364.3901148936752,15.393199999999998,219789688.0,19.20818168800542
2012,Germany,80425823,4011032634316.5,49872.45,77.17,Europe & Central Asia,High income,29.020069838888176,10.817244076015008,18.202845876607284,117.0127694000818,22,0.0041762432858476,0.0018772779823095,0.7717,528.247858605661,8.347667253460783,90.29875414604312,237.97936967233017,400.46260928536026,16.977400000000003,233725375.0,19.269657377268565
2014,Germany,80982500,4117597889907.18,50845.53,77.19,Europe & Central Asia,High income,29.046291072828097,10.83656715922692,18.209743652260315,117.4311877964354,24,0.0218548673763585,0.0041687735400977,0.7719,528.9255144851369,8.36474619020726,90.64513386006848,260.0776118214461,437.0338476542476,18.5256,253097899.0,19.349286928365167
2016,Germany,82348669,4272221986254.43,51879.67,77.224,Europe & Central Asia,High income,29.08315517931118,10.856701552764877,18.22647286388069,117.86796860580728,26,0.0220549894878594,0.0080721852873182,0.77224,530.0833386717464,8.38397920710715,91.02236007614864,282.2742403718868,473.88829446089807,20.07824,248021076.0,19.329024288421216
2018,Germany,82905782,4429771408867.22,53431.39,77.312,Europe & Central Asia,High income,29.11936909794728,10.88617239537569,18.23321537641797,118.50874942183968,28,0.0097644978051434,0.0030052669836138,0.77312,530.9397283882827,8.416317602312853,91.6214843530127,304.8128270705193,510.5300305397032,21.64736,246620087.0,19.32335960523086
2020,Germany,83160871,4306072129027.5,51780.03,77.453,Europe & Central Asia,High income,29.091047265549864,10.854779144957824,18.2362875067096,117.8262302858113,30,-0.039019128121307,0.0008169315766686,0.77453,530.5127018058454,8.407352091144183,91.25995014326944,325.6433743487347,547.088625201288,23.2359,238778889.0,19.29104853524017
2022,Germany,83797985,4522545872199.41,53969.63,77.648,Europe & Central Asia,High income,29.1400961972712,10.896195288696308,18.243919531750617,118.72707176940764,32,0.0179009080880803,0.0072087544735559,0.77648,531.6295701704879,8.46067771776691,92.18919668750964,348.67824923828186,583.8054250160197,24.84736,241850553.0,19.30383054790668
2004,Greece,10955141,378661836433.21,34564.76,74.073,Europe & Central Asia,High income,26.65990939158247,10.450618875697312,16.209319493045452,109.21543488508097,14,0.0493708764033087,0.0024741352021067,0.7407299999999999,432.1389889838032,7.741086919795269,80.899149082426,146.30866425976237,226.93047290263632,10.370219999999998,25652881.0,17.060166481943753
2006,Greece,11020362,402462405317.82,36519.89,74.827,Europe & Central Asia,High income,26.72086752650809,10.50563970462006,16.21525530125542,110.36846560328948,16,0.0549845917483722,0.0030033177367307,0.74827,433.2856888133542,7.861055021776052,82.5854117569734,168.09023527392097,259.44408482008674,11.97232,40936272.0,17.527527098391477
2008,Greece,11077841,414244901264.14,37394.01,75.568,Europe & Central Asia,High income,26.74972318482523,10.529292552041165,16.220457454971218,110.8660016464695,18,-0.003357355045086,0.0026545781273128,0.75568,433.8927468517148,7.956775795726466,83.77922012420407,189.5272659367409,291.9682341894819,13.60224,63564132.0,17.96755992269181
2010,Greece,11121341,374713694216.34,33693.21,76.292,Europe & Central Asia,High income,26.64942808922885,10.425081291490388,16.224376522958284,108.6823199341829,20,-0.0563355436002943,0.0012888042107199,0.76292,432.3703554411496,7.953503018903847,82.91591552418683,208.5016258298077,324.48753045916567,15.258400000000002,69052994.0,18.050384811245337
2012,Greece,11045011,312823130975.42,28322.57,77.004,Europe & Central Asia,High income,26.46890379101788,10.25144959918488,16.217489481300227,105.09221888462784,22,-0.0735033511346507,-0.0054075290171695,0.7700400000000001,429.25916881238,7.894026249356326,80.92521222991883,225.53189118206737,356.784768588605,16.94088,71691060.0,18.087876625552152
2014,Greece,10892413,306403156419.92,28129.96,77.702,Europe & Central Asia,High income,26.44816757639464,10.244626028167843,16.203577141601734,104.95236245701408,24,0.004745680893329,-0.0066611322908123,0.7770199999999999,428.55492357812034,7.960279316406979,81.55008467634907,245.8710246760283,388.8858513984416,18.64848,70454395.0,18.07047619322668
2016,Greece,10775971,304312550410.31,28239.92,78.387,Europe & Central Asia,High income,26.441321136545707,10.248527268980212,16.19282939870222,105.03231118303104,26,-0.0048836385168726,-0.0041591298976086,0.78387,428.1598022403837,8.03351307033552,82.33167776704252,266.4617089934856,421.0135643662577,20.38062,73132099.0,18.10777795282007
2018,Greece,10732882,312768785993.5,29141.17,79.058,Europe & Central Asia,High income,26.46873005161817,10.279941545061693,16.188822764444588,105.6771981698854,28,0.0165466326471097,-0.002028802193756,0.7905800000000001,428.4975796055748,8.127116186694874,83.54627932914799,287.8383632617274,453.2870374044485,22.13624,45658686.0,17.636704442629686
2020,Greece,10698599,288960678201.28,27009.21,79.715,Europe & Central Asia,High income,26.38955645421782,10.203970221654624,16.185623449750192,104.1210082844143,30,-0.0977940554833445,-0.0021459208653524,0.79715,427.1314237738945,8.134094862191983,83.00006175392086,306.1191066496387,485.5687034925058,23.9145,24145838.0,16.99962262508118
2022,Greece,10426919,330579477776.3,31704.43,80.357,Europe & Central Asia,High income,26.52411294471781,10.364243238571731,16.15990148135331,107.41753790827984,32,0.0540836250478733,-0.0135539446413233,0.80357,428.62705206692783,8.328394939219086,86.31751093695644,331.6557836342954,517.1168474033059,25.71424,23143300.0,16.957215922969777
2004,Hungary,10107146,236091673382.28,23358.89,65.896,Europe & Central Asia,High income,26.18748601308552,10.058775728026967,16.128753355326218,101.17896914674444,14,0.0488341697880727,-0.0022143935676979,0.65896,422.37150290111146,6.628330853740651,66.67289350893873,140.82286019237753,225.80254697456704,9.22544,19554917.0,16.788737372862013
2006,Hungary,10071370,255946509884.27,25413.28,66.895,Europe & Central Asia,High income,26.2682343138331,10.14306649975317,16.12520740239879,102.881798018415,16,0.0387019909505141,-0.0015571646920236,0.6689499999999999,423.5807264053674,6.785204335009882,68.82277878441872,162.28906399605071,258.00331843838063,10.7032,19794539.0,16.800916700060895
2008,Hungary,10038188,259233120210.27,25824.69,67.943,Europe & Central Asia,High income,26.28099357185441,10.159125011927136,16.121907277471646,103.20782100796352,18,0.0099893699822644,-0.0017509735004708,0.67943,423.6997415252651,6.902414306853654,70.12248982744066,182.86425021468844,290.19433099448963,12.22974,13695146.0,16.43255209446618
2010,Hungary,10000023,244735189135.84,24473.46,68.911,Europe & Central Asia,High income,26.22344260227404,10.105385403825384,16.11809805095544,102.11881415984712,20,0.0107050365136771,-0.0022601385311382,0.68911,422.6720190970551,6.96372213563011,70.37109602569225,202.1077080765077,322.3619610191088,13.7822,13761089.0,16.4373556024484
2012,Hungary,9920362,246187133909.65,24816.35,69.678,Europe & Central Asia,High income,26.22935779064175,10.11929828432352,16.11010007133349,102.40019776711291,22,-0.0125810710546829,-0.00516437554624,0.69678,422.5575788140493,7.050924658550942,71.35040980016895,222.62456225511744,354.42220156933683,15.329159999999998,13503782.0,16.418480426375968
2014,Hungary,9866468,261231675020.57,26476.72,70.227,Europe & Central Asia,High income,26.28867349430716,10.18405890362486,16.104652596641717,103.71505575250076,24,0.0414510107868615,-0.0026937873989929,0.7022700000000001,423.3699538523601,7.15195904624863,72.83597220330871,244.4174136869966,386.5116623194013,16.854480000000002,15010611.0,16.524267975596576
2016,Hungary,9814023,276879232833.97,28212.61,70.779,Europe & Central Asia,High income,26.34684726552049,10.24755976461412,16.099322941115037,105.0124811293382,26,0.0217712949911117,-0.0029511057481919,0.7077899999999999,424.16640260784806,7.253120325796227,74.32678401853427,266.4365538799671,418.58239646899096,18.40254,13546273.0,16.42162208592581
2018,Hungary,9775564,304188946322.63,31117.28,71.351,Europe & Central Asia,High income,26.440914879239703,10.34555070684201,16.095396462676828,107.03041942783922,28,0.0522351601292996,-0.0012678693869112,0.71351,425.5770078172538,7.381653884838842,76.36727456595756,289.6754197915763,450.6711009549512,19.97828,13812971.0,16.4411187086041
2020,Hungary,9750149,304517639122.72,31232.1,71.942,Europe & Central Asia,High income,26.44199485057531,10.349233708879485,16.092793227471073,107.1066383610074,30,-0.0464162678366975,-0.0021506781509543,0.71942,425.52555565216335,7.445445714842078,77.05465776967594,310.4770112663845,482.7837968241322,21.5826,12435056.0,16.33603021904508
2022,Hungary,9643048,340947086291.47,35356.78,72.552,Europe & Central Asia,High income,26.55499313002664,10.473273731975228,16.081747902885812,109.68946266488231,32,0.0445388223094589,-0.0069078147657712,0.72552,427.05070507995305,7.5985695580226675,79.58189895262542,335.1447594232073,514.615932892346,23.21664,17392779.0,16.67156573554355
2004,Iceland,292074,13450517044.24,46051.74,92.914,Europe & Central Asia,High income,23.322283384280663,10.737542540456252,12.58476589758535,115.29481980810772,14,0.0751297311156484,0.0087793313859538,0.92914,293.5054765883167,9.976680276039524,107.1250288765052,150.32559556638756,176.18672256619487,13.00796,169474.0,12.040460702299166
2010,Iceland,318041,15093469850.65,47457.62,93.574,Europe & Central Asia,High income,23.4375280270738,10.767613452449435,12.669938728512816,115.94149946137004,20,-0.0287367218687748,-0.0014390254815399,0.93574,296.9520440508269,10.075686611995035,108.4910987059824,215.35226904898872,253.3987745702563,18.7148,294644.0,12.593526520836486
2012,Iceland,320716,15535564849.55,48440.26,93.6,Europe & Central Asia,High income,23.46639773899846,10.788107208889429,12.678314393319036,116.383257150492,22,0.010580197864602,0.0053209907139777,0.936,297.51436821369344,10.097668347520504,108.93472869286052,237.3383585955674,278.9229166530188,20.592,304512.0,12.626469058160016
2014,Iceland,327386,16516866493.42,50450.74,93.667,Europe & Central Asia,High income,23.52764790753328,10.82877251478066,12.69889823635014,117.26231417686904,24,0.0167313964538351,0.0111250133812195,0.93667,298.77520651844145,10.1429863514196,109.83609182004794,259.89054035473583,304.77355767240334,22.48008,628346.0,13.350847840622729
2016,Iceland,335439,18337029182.16,54665.76,93.735,Europe & Central Asia,High income,23.6321883050026,10.90901112545384,12.723198381844645,119.00652373527568,26,0.0611297846110652,0.0138807732889336,0.93735,300.677020001657,10.225561578444156,111.55076502326064,283.63428926179984,330.80315792796074,24.3711,837841.0,13.638584817534792
2018,Iceland,352721,20040396188.05,56816.57,93.813,Europe & Central Asia,High income,23.721015882880327,10.947600887862192,12.773435490235748,119.84996519992106,28,0.0477341114525948,0.026781350738565,0.93813,302.99886614282946,10.270272820930158,112.43484785300194,306.5328248601414,357.6561937266009,26.26764,1014895.0,13.83029670215414
2020,Iceland,366463,18940421106.85,51684.4,93.898,Europe & Central Asia,High income,23.66456415824017,10.852930622161958,12.811655569017733,117.78610308946077,30,-0.0748924243735622,0.0162308178607339,0.93898,303.1822451862952,10.190684795597637,110.59879507894183,325.5879186648588,384.349667070532,28.1694,846482.0,13.648845397660224
2004,Ireland,4070262,226130014316.85,55556.62,60.202,Europe & Central Asia,High income,26.14437595539821,10.925175959377691,15.21921817449567,119.3594697433643,14,0.0656766854131589,0.0182831336458946,0.60202,397.896961701244,6.577174431064559,71.85678797490017,152.9524634312877,213.06905444293932,8.42828,16414268.0,16.61366157548639
2006,Ireland,4273591,251035809930.93,58741.19,60.738,Europe & Central Asia,High income,26.248861434953447,10.980913486999397,15.267965249378014,120.58046100896524,16,0.0486744794997235,0.0269600500416249,0.60738,400.7667042246079,6.669587233733694,73.23816040762532,175.69461579199034,244.28744399004825,9.71808,14728743.0,16.505311516643058
2008,Ireland,4489544,252511745158.48,56244.41,61.141,Europe & Central Asia,High income,26.2547236000631,10.937479716737206,15.317261918280671,119.6284625540378,18,-0.0458771528892292,0.020387075524102,0.61141,402.15047797423136,6.687284473610295,73.14203829016425,196.8746349012697,275.7107145290521,11.00538,12054177.0,16.30492187979846
2012,Ireland,4599533,246478266464.86,53587.67,61.942,Europe & Central Asia,High income,26.230539658046588,10.88909294411785,15.341465551979866,118.57234514563716,22,-0.0012977628399575,0.0042374371097473,0.61942,402.4149205737635,6.744921951445479,73.44608203011056,239.5600447705927,337.51224214355705,13.62724,15753958.0,16.572602256728374
2014,Ireland,4657740,271390613067.8,58266.59,62.34,Europe & Central Asia,High income,26.32682499667755,10.972801300091827,15.354041124617302,120.4023683712969,24,0.0846076453400108,0.0073100121906737,0.6234000000000001,404.2231536795898,6.840444330477246,75.05883644266649,263.34723120220383,368.4969869908152,14.9616,18163722.0,16.71493692113875
2016,Ireland,4755335,343778454167.3,72293.21,62.737,Europe & Central Asia,High income,26.563263258263795,11.18849932195249,15.37477791392572,125.18251707733133,26,0.0175015198109917,0.0112883382526671,0.62737,408.4042732649488,7.019328819613333,78.53575573880535,290.9009823707647,399.7442257620688,16.311619999999998,19479997.0,16.784898753509253
2018,Ireland,4867316,407618958566.41,83746.15,63.17,Europe & Central Asia,High income,26.73359864989095,11.33555741925754,15.39805341921973,128.49486200528463,28,0.0813061748725125,0.0123887519647691,0.6317,411.6453800990013,7.160671621744988,81.17020432873831,317.3956077392111,431.1454957381524,17.6876,15137144.0,16.532662214875675
2020,Ireland,4985382,457615395368.08,91791.44,63.653,Europe & Central Asia,High income,26.8492949201722,11.427285220276216,15.42202078891824,130.58284750554324,30,0.0640746135643617,0.01029110295282,0.63653,414.0703844266925,7.27380986126242,83.11989992270344,342.8185566082865,462.6606236675472,19.0959,14355609.0,16.479651364539023
2022,Ireland,5127170,576526788952.28,112445.42,64.183,Europe & Central Asia,High income,27.08028764383832,11.630232120508952,15.45006460304756,135.2622991769182,32,0.0901425058955638,0.0185050341983803,0.6418300000000001,418.39219356641263,7.464631881906263,86.81540148072142,372.1674278562865,494.402067297522,20.538560000000004,17233463.0,16.662363632986832
2004,Italy,57685327,2544963369995.62,44118.04,67.62,Europe & Central Asia,High income,28.565137372898818,10.694646714291183,17.870513418380927,114.3754683434992,14,0.0141355621079704,0.0064718269421497,0.6762,510.4736707202828,7.231720108203699,77.34069169387416,149.72505400007657,250.187187857333,9.4668,98361979.0,18.40416490524386
2006,Italy,58143979,2611721153731.97,44918.17,67.856,Europe & Central Asia,High income,28.591030565798963,10.712619931388708,17.87843290620439,114.7602257943866,16,0.0177479657752712,0.0030055968334075,0.6785599999999999,511.1628216898757,7.26915538064312,77.87169881503895,171.4019189022193,286.05492649927027,10.85696,109625689.0,18.51258230282153
2008,Italy,58826731,2625060632005.45,44623.6,68.092,Europe & Central Asia,High income,28.5961251096126,10.706040555456331,17.890106935408173,114.61930437507576,18,-0.0096667007698307,0.0066246924164268,0.68092,511.5877361492802,7.289957135021326,78.04657673507658,192.708729998214,322.0219248373471,12.25656,119790613.0,18.601255893330908
2010,Italy,59277417,2529032778541.47,42664.36,68.327,Europe & Central Asia,High income,28.55885804460097,10.66114262876469,17.897738981998117,113.65996215086368,20,0.0169878444029265,0.0030759121714396,0.6832699999999999,511.1389869062054,7.284438923956049,77.66044233882063,213.2228525752938,357.95477963996234,13.665399999999998,123287362.0,18.630028473020005
2012,Italy,59539717,2471000141707.7,41501.71,68.684,Europe & Central Asia,High income,28.535644100283744,10.63351400529158,17.902154177228965,113.07162010073216,22,-0.0302623791065492,0.0026954123498796,0.68684,510.8495002298137,7.303522759394468,77.66211154998688,233.93730811641475,393.8473918990372,15.11048,132150439.0,18.699451528558782
2014,Italy,60789140,2425397110830.38,39898.53,69.272,Europe & Central Asia,High income,28.51701638395514,10.594119823359955,17.92292172901148,112.23537483170836,24,-4.5476457678717e-05,0.0091750408079995,0.69272,511.108252594566,7.338758684037908,77.74768885342102,254.2588757606389,430.1501214962756,16.62528,142305354.0,18.7734856941159
2016,Italy,60627498,2475889856374.81,40837.74,69.855,Europe & Central Asia,High income,28.53762098526055,10.617386419696889,17.92025912699093,112.72889438516388,26,0.0128516894384382,-0.0016988407050178,0.69855,511.4015629237233,7.41677528347926,78.74676917275622,276.05204691211907,465.9267373017642,18.1623,147668064.0,18.810477508822423
2018,Italy,60421760,2540488576005.39,42045.92,70.438,Europe & Central Asia,High income,28.563377531219995,10.646541416582911,17.916859879476217,113.34884413501528,28,0.0092155158042146,-0.0019006363697116,0.70438,511.766032911448,7.499210843012671,79.84065883182205,298.10315966432154,501.67207662533406,19.72264,151770040.0,18.837877045081807
2020,Italy,59438851,2323674212673.8,39093.53,71.039,Europe & Central Asia,High income,28.474170761216666,10.573737838488652,17.90045864459373,111.80393187708668,30,-0.0940271166086965,-0.0048709508354249,0.71039,509.70071615025887,7.5114776230839535,79.42439516616359,317.2121351546596,537.0137593378118,21.3117,149141114.0,18.82040349624884
2022,Italy,58940425,2610600572587.21,44292.19,71.657,Europe & Central Asia,High income,28.59060141523311,10.698586219611425,17.89203776293688,114.45974709845945,32,0.0365686366540423,-0.0032648817553706,0.7165699999999999,511.5441201864274,7.666285927386957,82.01842097834307,342.35475902756554,572.5452084139802,22.93024,148536760.0,18.816343034393423
1990,Japan,123478000,4055806495896.01,32846.39,77.339,East Asia & Pacific,High income,29.031170672967185,10.39962756870148,18.631573568610698,108.15225356769588,0,0.0,0.0,0.77339,540.8963921762814,8.042967965358038,83.64387138672032,0.0,0.0,0.0,235935238.0,19.27906791431534
1991,Japan,123964000,4198707047520.24,33870.37,77.473,East Asia & Pacific,High income,29.06579774799534,10.430325393768516,18.635501766903765,108.79168781989232,1,0.0346270750281547,0.0039281982930674,0.77473,541.6557252892346,8.080685992314281,84.28418430470518,10.430325393768516,18.635501766903765,0.77473,237727151.2,19.28663415466671
1992,Japan,124425000,4236520018157.5,34048.78,77.61,East Asia & Pacific,High income,29.07476329773805,10.435578850470147,18.639213690745866,108.90130594437989,2,0.0089655497427116,0.003711923842097,0.7761,541.9307261143944,8.099052745849884,84.51830354343322,20.87115770094029,37.27842738149173,1.5522,240713673.2,19.299118711276765
1993,Japan,124829000,4217065082955.44,33782.74,77.746,East Asia & Pacific,High income,29.070160524047065,10.42773490063342,18.64245536671129,108.73765515788828,3,-0.004602773690987,0.0032416759654267,0.7774599999999999,541.9391700726799,8.107146775846457,84.53917737905181,31.28320470190026,55.92736610013387,2.33238,237129846.8,19.28411843008006
1994,Japan,125178000,4262752056513.44,34053.52,77.881,East Asia & Pacific,High income,29.08093609028299,10.435718048729514,18.64524729032869,108.90421119257894,4,0.0107755662359245,0.0027919236174014,0.77881,542.2212448375707,8.127441573531033,84.8156887188924,41.74287219491806,74.58098916131476,3.11524,241908282.0,19.304069216416107
1995,Japan,125472000,4374905046770.48,34867.58,78.016,East Asia & Pacific,High income,29.10690593190751,10.45934141615625,18.647593192044106,109.39782285972142,5,0.0259698416245193,0.0023459017154117,0.7801600000000001,542.7737408973065,8.15995979922846,85.34780548224026,52.296707080781246,93.2379659602205,3.9008,245460000.0,19.31864456320762
1997,Japan,126057000,4556282054981.99,36144.62,78.272,East Asia & Pacific,High income,29.14752806806585,10.495311058420498,18.65224475150764,110.1515542130036,7,0.0097644594428416,0.0023827121569901,0.7827200000000001,543.6668274270028,8.214889871646893,86.21782451360218,73.46717740894348,130.56571326055348,5.47904,243860000.0,19.312104852197105
1998,Japan,126400000,4498402214615.76,35588.63,78.398,East Asia & Pacific,High income,29.134743386236384,10.479809582271496,18.654962047588423,109.82640888066948,8,-0.0127846818294621,0.0027172960807853,0.78398,543.5075321364676,8.215961116309208,86.10170803426726,83.83847665817197,149.2396963807074,6.27184,235960000.0,19.279172861337155
1999,Japan,126631000,4483380702001.18,35405.08,78.523,East Asia & Pacific,High income,29.131398498754816,10.47463883578671,18.656787911315394,109.71805874017116,9,-0.0033448874815675,0.001825863726971,0.78523,543.4983233512803,8.225000653024798,86.1539112645446,94.27174952208038,167.91109120183856,7.06707,231900000.0,19.261816806537965
2000,Japan,126843000,4607330376800.63,36323.1,78.649,East Asia & Pacific,High income,29.15866971122816,10.5002367118067,18.658460667083325,110.25497100397318,10,0.0272712124733374,0.001672755767931,0.78649,544.0558919114244,8.258331171468852,86.71443214491487,105.002367118067,186.58460667083324,7.8649,236190000.0,19.28014712806264
2001,Japan,127149000,4625119437239.31,36375.59,79.99,East Asia & Pacific,High income,29.16252331082767,10.501680714858686,18.66087019293956,110.28529783683484,11,0.0038535995995161,0.0024095258562368,0.7998999999999999,544.1980620019292,8.400294403815463,88.21720973968418,115.51848786344556,205.2695721223352,8.7989,233420000.0,19.26834996823261
2002,Japan,127445000,4627060252951.37,36306.33,81.647,East Asia & Pacific,High income,29.162942847802853,10.499774928242807,18.663195464792352,110.24527354375626,12,0.0004195369751833,0.0023252718527899,0.81647,544.2737026971128,8.572751235662405,90.01195849027067,125.99729913891368,223.95834557750825,9.79764,229340000.0,19.25071618093477
2003,Japan,127718000,4698091434761.48,36784.88,83.196,East Asia & Pacific,High income,29.17817746446257,10.512869354874836,18.665335274263377,110.52042207266648,13,0.0152346166597183,0.0021398094710249,0.83196,544.62046506615,8.74628678848167,91.9485703475756,136.6673016133729,242.6493585654239,10.81548,246400000.0,19.32246679368208
2004,Japan,127761000,4800797148955.08,37576.39,84.64,East Asia & Pacific,High income,29.19980309275304,10.534157818719482,18.665671896843467,110.9684809496888,14,0.0216256282904616,0.0003366225800895,0.8464,545.0339439817633,8.91611117776417,93.9237222758166,147.47820946207275,261.31940655580854,11.8496,248650000.0,19.33155684714674
2005,Japan,127773000,4887398770601.17,38250.64,85.978,East Asia & Pacific,High income,29.217681329128283,10.551941714152534,18.66576581780831,111.34347393887232,15,0.0178782363752496,9.3920964843619e-05,0.85978,545.3703974288587,9.072348446994065,95.73089202316363,158.27912571228802,279.98648726712463,12.8967,257990000.0,19.36843138632091
2006,Japan,127854000,4954470993866.83,38751.01,87.118,East Asia & Pacific,High income,29.23131151592582,10.564937904403983,18.66639955369753,111.61791292391204,16,0.0136301867975383,0.0006337358892238,0.87118,545.6433402348713,9.20396260355866,97.23929338105368,169.03900647046373,298.66239285916055,13.93888,252550000.0,19.34711981083795
2007,Japan,128001000,5027993827924.14,39280.89,88.146,East Asia & Pacific,High income,29.24604217911505,10.578518877400471,18.66754864216581,111.90506163951817,17,0.0147306631892298,0.0011490884682778,0.88146,545.9519149694632,9.32454124967342,98.63983563276967,179.83482091580805,317.3483269168188,14.98482,253940000.0,19.35260858054386
2008,Japan,128063000,4966436652531.57,38781.2,89.103,East Asia & Pacific,High income,29.23372372756881,10.56571665746088,18.66803289610801,111.63436848574628,18,-0.0123184515462355,0.0004842539421971,0.89103,545.7361162219879,9.414370513297367,99.46957135185453,190.18289983429585,336.0245921299441,16.03854,239560000.0,19.294314469534854
2009,Japan,128047000,4683685675291.75,36577.86,89.989,East Asia & Pacific,High income,29.175106453368915,10.507225756888428,18.66790794979669,110.4017931062196,19,-0.0586172741999,-0.0001249463113168,0.8998900000000001,544.6382016970103,9.455347386366329,99.34946959835597,199.63728938088013,354.6902510461372,17.097910000000002,227950000.0,19.24463686901065
2010,Japan,128070000,4875619269863.28,38069.96,90.812,East Asia & Pacific,High income,29.21526824202652,10.547207065764676,18.668087555210484,111.2435768881163,20,0.0401617886576026,0.0001796054137912,0.90812,545.3931854911114,9.578129680562215,101.02251704363616,210.9441413152935,373.3617511042097,18.1624,227700000.0,19.24353953542571
2011,Japan,127833000,4876780131592.51,38149.62,91.069,East Asia & Pacific,High income,29.21550630892409,10.549297288218815,18.66623529036085,111.28767327522088,21,0.0002380668975767,-0.0018522648496315,0.91069,545.3435148893991,9.607139547407996,101.3485711750109,221.53524305259515,391.9909410975779,19.12449,221100000.0,19.214125650350518
